"","UNIT","wmu_type","index","value"
"1","8T","normal","PC_index_half",0.0360267316108399
"2","8T","normal","PC_index_double",0.0720534632216799
"3","8T","normal","ECA_half",18424.5800752419
"4","8T","normal","ECA_double",26056.2910234362
