"","UNIT","wmu_type","index","value"
"1","4L","normal","PC_index_half",0.182188491110527
"2","4L","normal","PC_index_double",0.364376982221054
"3","4L","normal","ECA_half",24198.6870060365
"4","4L","normal","ECA_double",34222.1113555584
