"","UNIT","wmu_type","index","value"
"1","6H","normal","PC_index_half",0.054647811311097
"2","6H","normal","PC_index_double",0.109295622622194
"3","6H","normal","ECA_half",10264.6450166127
"4","6H","normal","ECA_double",14516.4001954391
