"","UNIT","wmu_type","index","value"
"1","3P","normal","PC_index_half",0.0642405837987553
"2","3P","normal","PC_index_double",0.128481167597511
"3","3P","normal","ECA_half",8638.37165669948
"4","3P","normal","ECA_double",12216.5023537237
