"","UNIT","wmu_type","index","value"
"1","8W","normal","PC_index_half",0.0527106568043152
"2","8W","normal","PC_index_double",0.10542131360863
"3","8W","normal","ECA_half",25925.9091792629
"4","8W","normal","ECA_double",36664.7723781667
