"","UNIT","wmu_type","index","value"
"1","8N","normal","PC_index_half",0.051525412639919
"2","8N","normal","PC_index_double",0.103050825279838
"3","8N","normal","ECA_half",19590.7373589621
"4","8N","normal","ECA_double",27705.4864699335
