"","UNIT","wmu_type","index","value"
"1","9M","normal","PC_index_half",0.0823404890859029
"2","9M","normal","PC_index_double",0.164680978171806
"3","9M","normal","ECA_half",24399.4486977117
"4","9M","normal","ECA_double",34506.0312627305
