"","UNIT","wmu_type","index","value"
"1","2A","normal","PC_index_half",1.10037161631682e-05
"2","2A","normal","PC_index_double",2.20074323263364e-05
"3","2A","normal","ECA_half",406.669781880357
"4","2A","normal","ECA_double",575.11792094251
