"","UNIT","wmu_type","index","value"
"1","7R","normal","PC_index_half",0.0203574590165546
"2","7R","normal","PC_index_double",0.0407149180331092
"3","7R","normal","ECA_half",32145.8793264788
"4","7R","normal","ECA_double",45461.1385179152
