"","UNIT","wmu_type","index","value"
"1","6K","normal","PC_index_half",0.0301738479221926
"2","6K","normal","PC_index_double",0.0603476958443851
"3","6K","normal","ECA_half",62409.3131130733
"4","6K","normal","ECA_double",88260.0970228974
