"","UNIT","wmu_type","index","value"
"1","4T","normal","PC_index_half",0.00826181757735106
"2","4T","normal","PC_index_double",0.0165236351547021
"3","4T","normal","ECA_half",4613.06491789608
"4","4T","normal","ECA_double",6523.85897099616
