"","UNIT","wmu_type","index","value"
"1","8W","normal","PC_index_half",0.037802649031476
"2","8W","normal","PC_index_double",0.075605298062952
"3","8W","normal","ECA_half",27242.3830859156
"4","8W","normal","ECA_double",38526.5476314652
