"","UNIT","wmu_type","index","value"
"1","4Y","normal","PC_index_half",0.0145380988504465
"2","4Y","normal","PC_index_double",0.029076197700893
"3","4Y","normal","ECA_half",5465.94132507358
"4","4Y","normal","ECA_double",7730.00835305462
