"","UNIT","wmu_type","index","value"
"1","8X","normal","PC_index_half",0.0312929096742907
"2","8X","normal","PC_index_double",0.0625858193485815
"3","8X","normal","ECA_half",18022.7760043187
"4","8X","normal","ECA_double",25488.0542569199
