"","UNIT","wmu_type","index","value"
"1","4U","normal","PC_index_half",0.103658497801866
"2","4U","normal","PC_index_double",0.207316995603732
"3","4U","normal","ECA_half",10482.5061645391
"4","4U","normal","ECA_double",14824.5023855507
