"","UNIT","wmu_type","index","value"
"1","4Z","normal","PC_index_half",0.035991296589111
"2","4Z","normal","PC_index_double",0.0719825931782219
"3","4Z","normal","ECA_half",12405.4171400115
"4","4Z","normal","ECA_double",17543.9091662999
