"","UNIT","wmu_type","index","value"
"1","2A","normal","PC_index_half",2.68308047189786e-05
"2","2A","normal","PC_index_double",5.36616094379572e-05
"3","2A","normal","ECA_half",405.139564399915
"4","2A","normal","ECA_double",572.953866628287
