"","UNIT","wmu_type","index","value"
"1","3N","normal","PC_index_half",0.095566663752827
"2","3N","normal","PC_index_double",0.191133327505654
"3","3N","normal","ECA_half",19081.660862331
"4","3N","normal","ECA_double",26985.5435841124
