"","UNIT","wmu_type","index","value"
"1","5R","normal","PC_index_half",0.00341717591763618
"2","5R","normal","PC_index_double",0.00683435183527236
"3","5R","normal","ECA_half",5735.46990831544
"4","5R","normal","ECA_double",8111.17933092246
