"","UNIT","wmu_type","index","value"
"1","3H","normal","PC_index_half",0.067915844016254
"2","3H","normal","PC_index_double",0.135831688032508
"3","3H","normal","ECA_half",37105.2919433972
"4","3H","normal","ECA_double",52474.8071021654
