"","UNIT","wmu_type","index","value"
"1","3C","normal","PC_index_half",0.0905968197196879
"2","3C","normal","PC_index_double",0.181193639439376
"3","3C","normal","ECA_half",25641.0975278492
"4","3C","normal","ECA_double",36261.9878780155
