"","UNIT","wmu_type","index","value"
"1","7A","normal","PC_index_half",4.03589686374235e-05
"2","7A","normal","PC_index_double",8.0717937274847e-05
"3","7A","normal","ECA_half",1094.9356763911
"4","7A","normal","ECA_double",1548.47288347845
