"","UNIT","wmu_type","index","value"
"1","9X","normal","PC_index_half",0.12102170919483
"2","9X","normal","PC_index_double",0.24204341838966
"3","9X","normal","ECA_half",28275.0205352849
"4","9X","normal","ECA_double",39986.9175173777
