"","UNIT","wmu_type","index","value"
"1","4W","normal","PC_index_half",3.08992329322045e-05
"2","4W","normal","PC_index_double",6.17984658644089e-05
"3","4W","normal","ECA_half",804.539977713277
"4","4W","normal","ECA_double",1137.79134795346
