"","UNIT","wmu_type","index","value"
"1","9T","normal","PC_index_half",0.0748232321668558
"2","9T","normal","PC_index_double",0.149646464333712
"3","9T","normal","ECA_half",23890.0711274797
"4","9T","normal","ECA_double",33785.6625945397
