"","UNIT","wmu_type","index","value"
"1","4R","normal","PC_index_half",0.144151699150978
"2","4R","normal","PC_index_double",0.288303398301957
"3","4R","normal","ECA_half",39502.1116069664
"4","4R","normal","ECA_double",55864.4219769475
