"","UNIT","wmu_type","index","value"
"1","9C","normal","PC_index_half",6.09337195461074e-05
"2","9C","normal","PC_index_double",0.000121867439092215
"3","9C","normal","ECA_half",567.789873902148
"4","9C","normal","ECA_double",802.976140250527
