"","UNIT","wmu_type","index","value"
"1","6S","normal","PC_index_half",2.25324170624856e-05
"2","6S","normal","PC_index_double",4.50648341249711e-05
"3","6S","normal","ECA_half",878.22821595256
"4","6S","normal","ECA_double",1242.00225385884
