"","WMU","Id","d_PCIntra","d_PCFlux","d_PCCon","time_diff"
"140","4U","140","2.853578021503314E-11","4.510633159336297E-6",0,19.2439049005508
"141","4U","141","2.7422884787340957E-8","1.5193532342849624E-4",1.18525578842193e-06,19.2439049005508
"142","4U","142","7.133945053902383E-10","3.296338543743868E-5",0,19.2439049005508
"143","4U","143","4.3402921708267185E-8","2.644830728902365E-4",2.57835534493322e-11,19.2439049005508
"144","4U","144","1.3982532305738678E-9","4.587823155337993E-5",0,19.2439049005508
"145","4U","145","5.276265761898321E-6","0.0025790169961850415",0.00224249520673532,19.2439049005508
"146","4U","146","2.853578021503314E-11","5.3959185381985475E-6",0,19.2439049005508
"147","4U","147","1.1414312086279286E-10","1.3274883057005423E-5",0,19.2439049005508
"148","4U","148","2.8535780214811454E-11","5.600499717401283E-6",0,19.2439049005508
"149","4U","149","2.853578021503314E-11","7.104458025341384E-6",0,19.2439049005508
"150","4U","150","1.1414312086367959E-10","1.4061810185739615E-5",7.79908921956466e-09,19.2439049005508
"151","4U","151","2.311398197493503E-9","3.616810480834767E-5",0,19.2439049005508
"152","4U","152","1.940907890056121E-4","0.019765324648649888",7.17256670627213e-05,19.2439049005508
"153","4U","153","4.68992396433729E-5","0.00993239596244716",0.000759315549739213,19.2439049005508
"154","4U","154","2.853578021503314E-11","6.773183427091839E-6",0,19.2439049005508
"155","4U","155","2.8535780214811454E-11","6.707935993603628E-6",0,19.2439049005508
"156","4U","156","2.8535780214811454E-11","6.09710011788918E-6",0,19.2439049005508
"157","4U","157","1.0272880877917378E-9","3.868442865605092E-5",0,19.2439049005508
"158","4U","158","2.8535780216584958E-11","6.584712597856974E-6",0,19.2439049005508
"159","4U","159","2.853578021503314E-11","5.431188664817886E-6",1.44442525172043e-06,19.2439049005508
"160","4U","160","2.853578021503314E-11","7.29678090650055E-6",1.08728856523252e-07,19.2439049005508
"161","4U","161","1.1414312086678324E-10","1.0904940429233459E-5",0,19.2439049005508
"162","4U","162","2.690470355443284E-5","0.006148267197121884",0.00308754334425268,19.2439049005508
"163","4U","163","2.853578021680666E-11","6.751813754512427E-6",0,19.2439049005508
"164","4U","164","2.8535780214811454E-11","5.158142462923964E-6",5.57998860072656e-08,19.2439049005508
"165","4U","165","2.2603191508909784E-7","6.537104210616356E-4",3.11156282253494e-07,19.2439049005508
"166","4U","166","2.5682202194061876E-10","1.5446259555048292E-5",1.65472366936168e-07,19.2439049005508
"167","4U","167","2.853578021503314E-11","7.290301508355385E-6",0,19.2439049005508
"168","4U","168","1.1414312086013256E-10","1.3059895043725043E-5",0,19.2439049005508
"169","4U","169","2.8535780214811454E-11","4.977717279495703E-6",0,19.2439049005508
"170","4U","170","4.5657248345471837E-10","2.9546346910777497E-5",0,19.2439049005508
"171","4U","171","1.1414312086279286E-10","1.4536927541901371E-5",0,19.2439049005508
"172","4U","172","3.886256518228543E-5","0.006568757866762833",0.000502098998973779,19.2439049005508
"173","4U","173","2.8535780214811454E-11","6.1523906034726195E-6",0,19.2439049005508
"174","4U","174","1.1414312086367959E-10","1.2149282248582288E-5",0,19.2439049005508
"175","4U","175","2.8535780214811454E-11","6.611313239207238E-6",4.27596531217715e-06,19.2439049005508
"176","4U","176","9.092141631802207E-5","0.013826302863567048",0.000411069440550848,19.2439049005508
"177","4U","177","2.885652238540232E-6","0.002190312238671017",0.00235851578099503,19.2439049005508
"178","4U","178","2.853578021503314E-11","2.399535171384516E-6",0,19.2439049005508
"179","4U","179","2.8535780214811454E-11","6.963007389726798E-6",0,19.2439049005508
"180","4U","180","2.8535780216584958E-11","3.322557131454244E-6",6.73377714345544e-09,19.2439049005508
"181","4U","181","2.853578021680666E-11","7.37529034126303E-6",5.82137459852337e-06,19.2439049005508
"182","4U","182","7.133945053924552E-10","3.2669260887813504E-5",7.34134716483101e-06,19.2439049005508
"183","4U","183","9.245592789870258E-9","1.1771428536734512E-4",7.27126293907936e-06,19.2439049005508
"184","4U","184","1.9658298990647856E-7","3.565640857824105E-4",2.05002484534744e-05,19.2439049005508
"185","4U","185","3.298736192940065E-6","0.002290522811089597",7.94872729479287e-06,19.2439049005508
"186","4U","186","1.0272880877704559E-9","2.329514443092205E-5",2.11095196463634e-07,19.2439049005508
"187","4U","187","7.422156434125714E-8","2.4214645041785335E-4",7.59112619152255e-07,19.2439049005508
"188","4U","188","2.5682202193463323E-10","1.0288320232579182E-5",1.16890950733217e-11,19.2439049005508
"189","4U","189","1.027288087761145E-9","2.1319482065794865E-5",5.942398227985e-08,19.2439049005508
"190","4U","190","1.1414312086367959E-10","1.5029926269299985E-5",0,19.2439049005508
"191","4U","191","2.8535780216584958E-11","3.4264528766720714E-6",5.58931105656848e-12,19.2439049005508
"192","4U","192","2.2372051689219122E-8","7.134465758732296E-5",0,19.2439049005508
"193","4U","193","2.521421539861384E-7","3.2337677259961227E-4",0.000503602203820982,19.2439049005508
"194","4U","194","1.1414312086013256E-10","6.859234414367635E-6",5.47541672925453e-14,19.2439049005508
"195","4U","195","2.853578021503314E-11","5.546253809461726E-6",0,19.2439049005508
"196","4U","196","1.8262899338224204E-9","2.8221242146610763E-5",0,19.2439049005508
"197","4U","197","4.565724834467375E-10","2.1841273985676882E-5",4.95017995160987e-10,19.2439049005508
"198","4U","198","2.8535780216584958E-11","3.4019041892278432E-6",0,19.2439049005508
"199","4U","199","2.853578021680666E-11","4.683909535484675E-6",0,19.2439049005508
"200","4U","200","2.853578021680666E-11","5.4274040253578735E-6",0,19.2439049005508
"201","4U","201","2.853578021680666E-11","6.318549360628537E-6",0,19.2439049005508
"202","4U","202","1.3982532305831786E-9","4.169122530769942E-5",0,19.2439049005508
"203","4U","203","1.1414312085968918E-10","9.247205504502917E-6",7.6475301089498e-11,19.2439049005508
"204","4U","204","1.1414312086367959E-10","1.302828061681505E-5",0,19.2439049005508
"205","4U","205","7.516692620400624E-5","0.012395445820916737",0.00102427775437032,19.2439049005508
"206","4U","206","2.8535780214811454E-11","6.374151224537484E-6",0,19.2439049005508
"207","4U","207","2.8535780214811454E-11","3.4049593769835294E-6",0,19.2439049005508
"208","4U","208","4.10915235103926E-9","7.895428161715355E-5",4.68295358223315e-09,19.2439049005508
"209","4U","209","7.133945054002142E-10","3.233048538404341E-5",1.08133518282338e-08,19.2439049005508
"210","4U","210","7.133945053935638E-10","2.659478719701021E-5",0,19.2439049005508
"211","4U","211","1.1414312086013256E-10","1.2876178033419856E-5",1.79613900879556e-10,19.2439049005508
"212","4U","212","1.1414312085924581E-10","1.5071951020691109E-5",0,19.2439049005508
"213","4U","213","5.593012922283054E-9","9.342018155158042E-5",3.59319442532727e-05,19.2439049005508
"214","4U","214","1.9290187425961847E-8","1.9814195485995555E-4",1.24302223101569e-05,19.2439049005508
"215","4U","215","2.853578021680666E-11","3.3992838785361862E-6",0,19.2439049005508
"216","4U","216","2.853578021680666E-11","7.4866504670304574E-6",0,19.2439049005508
"217","4U","217","1.1414312085968922E-10","6.78740589543739E-6",0,19.2439049005508
"218","4U","218","2.853578021503314E-11","6.584984483674376E-6",7.41391355940925e-08,19.2439049005508
"219","4U","219","6.183087199909555E-5","0.005157743090121222",0.000339254024271075,19.2439049005508
"220","4U","220","2.853578021680666E-11","5.3231469171408325E-6",0,19.2439049005508
"221","4U","221","2.853578021680666E-11","6.599139677636023E-6",1.44691256361868e-07,19.2439049005508
"222","4U","222","2.8535780214811454E-11","3.2325635173817254E-6",0,19.2439049005508
"223","4U","223","2.853578021503314E-11","3.240746209302605E-6",0,19.2439049005508
"224","4U","224","1.3811317624432072E-8","1.271740923196461E-4",7.53354750659949e-06,19.2439049005508
"225","4U","225","6.6020666465078236E-6","0.00332970116319048",0.00253657063588334,19.2439049005508
"226","4U","226","2.8535780214811454E-11","6.6059900441138605E-6",7.03906396927066e-08,19.2439049005508
"227","4U","227","2.853578021503314E-11","6.931655727240596E-6",0,19.2439049005508
"228","4U","228","4.5657248345383153E-10","2.7863460731842988E-5",0,19.2439049005508
"229","4U","229","2.2372051689175678E-8","9.132098465831525E-5",1.96620758880911e-08,19.2439049005508
"230","4U","230","2.853578021680666E-11","3.2489489904699025E-6",0,19.2439049005508
"231","4U","231","2.853578021680666E-11","2.492759220478591E-6",0,19.2439049005508
"232","4U","232","1.1414312086367959E-10","1.066942606113812E-5",0,19.2439049005508
"233","4U","233","2.853578021680666E-11","6.613106924385284E-6",0,19.2439049005508
"234","4U","234","2.853578021680666E-11","7.201161366593715E-6",0,19.2439049005508
"235","4U","235","2.853578021680666E-11","7.170410910498637E-6",0,19.2439049005508
"236","4U","236","1.1414312086367959E-10","1.3288994890183443E-5",0,19.2439049005508
"237","4U","237","2.5956876200251724E-4","0.023259523563094235",0.00314412106119164,19.2439049005508
"238","4U","238","2.853578021680666E-11","3.2494278867741664E-6",0,19.2439049005508
"239","4U","239","2.8535780214811454E-11","2.8672996130505995E-6",0,19.2439049005508
"240","4U","240","2.8535780214811454E-11","6.643480405253799E-6",0,19.2439049005508
"241","4U","241","1.8262899338011387E-9","4.351102698799614E-5",6.21706340515089e-07,19.2439049005508
"242","4U","242","2.853578021680666E-11","3.259238764629799E-6",0,19.2439049005508
"243","4U","243","7.133945054002142E-10","3.3460187849335054E-5",0,19.2439049005508
"244","4U","244","2.8535780216584958E-11","5.3954186707729246E-6",5.13481012652179e-08,19.2439049005508
"245","4U","245","1.8262899337975918E-9","5.4049942357194696E-5",0,19.2439049005508
"246","4U","246","2.853578021503314E-11","5.38179261130485E-6",2.55479055201851e-08,19.2439049005508
"247","4U","247","1.3982532305692118E-9","4.027234458716352E-5",6.76631342790358e-12,19.2439049005508
"248","4U","248","5.88168087495948E-6","0.002280109614502178",0.00017146055698499,19.2439049005508
"249","4U","249","2.8535780214811454E-11","6.620161279101209E-6",0,19.2439049005508
"250","4U","250","2.853578021503314E-11","6.800970959363281E-6",0,19.2439049005508
"251","4U","251","2.853578021503314E-11","5.710045844040785E-6",0,19.2439049005508
"252","4U","252","2.853578021503314E-11","6.670362894163852E-6",0,19.2439049005508
"253","4U","253","1.1688255576386878E-7","3.736187354095386E-4",1.63181382250792e-05,19.2439049005508
"254","4U","254","2.8535780216584958E-11","5.773904001769999E-6",6.37954766145523e-08,19.2439049005508
"255","4U","255","2.853578021680666E-11","6.675292375617743E-6",0,19.2439049005508
"256","4U","256","1.027288087761145E-9","4.345291965495592E-5",8.57752792520756e-06,19.2439049005508
"257","4U","257","1.1414312086279286E-10","1.3597589270923608E-5",0,19.2439049005508
"258","4U","258","2.5682202193995376E-10","2.2726437828008853E-5",0.000420707547248801,19.2439049005508
"259","4U","259","2.853578021680666E-11","7.55941043524567E-6",0,19.2439049005508
"260","4U","260","2.853578021680666E-11","5.4881210616454926E-6",0,19.2439049005508
"261","4U","261","2.853578021680666E-11","5.768096389747442E-6",1.27597017500729e-11,19.2439049005508
"262","4U","262","1.4710879559971856E-5","0.004490483216515082",4.77251255816589e-05,19.2439049005508
"263","4U","263","4.109152351105766E-9","6.97896872016806E-5",1.1656593197694e-06,19.2439049005508
"264","4U","264","2.8535780214811454E-11","5.765609417808869E-6",0,19.2439049005508
"265","4U","265","2.853578021680666E-11","7.62810757947569E-6",0.0005238460916084,19.2439049005508
"266","4U","266","4.10915235103926E-9","8.01040530909705E-5",0,19.2439049005508
"267","4U","267","2.853578021503314E-11","2.0233025089964584E-6",0,19.2439049005508
"268","4U","268","7.568402307732767E-4","0.042353819969194746",0.00704311839840859,19.2439049005508
"269","4U","269","4.565724834529448E-10","8.127543489184865E-6",7.21326023533808e-11,19.2439049005508
"270","4U","270","2.853578021680666E-11","5.826434097840931E-6",1.11284067409006e-09,19.2439049005508
"271","4U","271","2.853578021680666E-11","5.825960875889381E-6",0,19.2439049005508
"272","4U","272","1.1414312086367959E-10","1.1672755137660177E-5",0,19.2439049005508
"273","4U","273","2.853578021680666E-11","7.1089378377107815E-6",1.4303005256086e-11,19.2439049005508
"274","4U","274","2.8535780214811454E-11","5.8301854107158054E-6",1.83618046251769e-08,19.2439049005508
"275","4U","275","4.098908005974029E-6","0.0023766465694633828",0.000214163976229745,19.2439049005508
"276","4U","276","1.1414312086279286E-10","5.225891046775314E-6",2.19035910944733e-10,19.2439049005508
"277","4U","277","2.568220219446092E-10","1.614136771572577E-5",0,19.2439049005508
"278","4U","278","1.322750124342242E-4","0.01637298820910265",0.0138004967653918,19.2439049005508
"279","4U","279","2.853578021680666E-11","7.157854826803414E-6",0,19.2439049005508
"280","4U","280","2.853578021680666E-11","7.2307008126461185E-6",0,19.2439049005508
"281","4U","281","1.1414312086013256E-10","9.719502539691882E-6",0,19.2439049005508
"282","4U","282","2.568220219352983E-10","2.220446188471615E-5",8.90062761484336e-09,19.2439049005508
"283","4U","283","2.853578021503314E-11","7.363513078269687E-6",7.27362029556938e-08,19.2439049005508
"284","4U","284","2.8535780214811454E-11","5.7392262773941545E-6",0,19.2439049005508
"285","4U","285","2.853578021503314E-11","3.1997811594959266E-6",0,19.2439049005508
"286","4U","286","2.0802583777327797E-8","6.536022611251983E-5",1.46445043093005e-09,19.2439049005508
"287","4U","287","2.853578021680666E-11","2.581654172354865E-6",0,19.2439049005508
"288","4U","288","1.398253230573867E-7","2.2565363747191976E-4",2.71757370410643e-06,19.2439049005508
"289","4U","289","2.853578021680666E-11","7.406542047593614E-6",9.3066289022674e-08,19.2439049005508
"290","4U","290","2.8535780216584958E-11","7.5089857389570136E-6",0,19.2439049005508
"291","4U","291","2.853578021680666E-11","7.227176990586477E-6",0,19.2439049005508
"292","4U","292","2.8535780216584958E-11","7.142319300178394E-6",0,19.2439049005508
"293","4U","293","2.853578021503314E-11","2.637859004374303E-6",0,19.2439049005508
"294","4U","294","2.8535780214811454E-11","3.0120883812807415E-6",0,19.2439049005508
"295","4U","295","2.853578021503314E-11","7.124277149904932E-6",0,19.2439049005508
"296","4U","296","1.1414312086367959E-10","1.4624284710442079E-5",0,19.2439049005508
"297","4U","297","2.853578021680666E-11","7.1371323435131105E-6",2.12876279349777e-12,19.2439049005508
"298","4U","298","1.1414312086367959E-10","1.451799167186172E-5",0,19.2439049005508
"299","4U","299","2.8535780216584958E-11","4.023745354450432E-6",0,19.2439049005508
"300","4U","300","7.133945053974429E-8","1.6421263033787828E-4",4.00739783582295e-06,19.2439049005508
"301","4U","301","2.853578021503314E-11","3.0160471486349375E-6",0,19.2439049005508
"302","4U","302","2.853578021503314E-11","4.607477269774773E-6",0,19.2439049005508
"303","4U","303","1.1414312085968922E-10","9.845250314097139E-6",0,19.2439049005508
"304","4U","304","1.1414312086412295E-8","8.080140303425801E-5",4.63261497774948e-09,19.2439049005508
"305","4U","305","2.8535780214811454E-11","5.8566899922331775E-6",0,19.2439049005508
"306","4U","306","2.853578021680666E-11","7.121408190101698E-6",0,19.2439049005508
"307","4U","307","2.853578021680666E-11","2.517096312744104E-6",0,19.2439049005508
"308","4U","308","4.565724834591522E-10","2.368908376183483E-5",0,19.2439049005508
"309","4U","309","2.5682202194593934E-10","1.767734181077149E-5",8.55551549400572e-13,19.2439049005508
"310","4U","310","2.853578021503314E-11","3.295329000350501E-6",0,19.2439049005508
"311","4U","311","2.853578021503314E-11","4.625650135929992E-6",0,19.2439049005508
"312","4U","312","2.853578021503314E-11","4.611566778786661E-6",0,19.2439049005508
"313","4U","313","2.8535780214811454E-11","7.562140683879478E-6",0,19.2439049005508
"314","4U","314","5.2762657618845045E-8","3.280324056038677E-4",5.34560883185773e-08,19.2439049005508
"315","4U","315","1.1414312086279286E-10","1.4244721783144901E-5",2.69793652212269e-08,19.2439049005508
