"","UNIT","wmu_type","index","value"
"1","3J","normal","PC_index_half",0.0380975272514104
"2","3J","normal","PC_index_double",0.0761950545028207
"3","3J","normal","ECA_half",18611.833618998
"4","3J","normal","ECA_double",26321.1075246185
