"","UNIT","wmu_type","index","value"
"1","4R","normal","PC_index_half",0.148673914785504
"2","4R","normal","PC_index_double",0.297347829571007
"3","4R","normal","ECA_half",28974.334986814
"4","4R","normal","ECA_double",40975.8974990937
