"","UNIT","wmu_type","index","value"
"1","3S","normal","PC_index_half",0.00871952120699401
"2","3S","normal","PC_index_double",0.017439042413988
"3","3S","normal","ECA_half",11508.4487124785
"4","3S","normal","ECA_double",16275.4042510622
