"","UNIT","wmu_type","index","value"
"1","4T","normal","PC_index_half",0.011418366604444
"2","4T","normal","PC_index_double",0.022836733208888
"3","4T","normal","ECA_half",3657.31842525957
"4","4T","normal","ECA_double",5172.2293189191
