"","UNIT","wmu_type","index","value"
"1","3M","normal","PC_index_half",0.00492587004003522
"2","3M","normal","PC_index_double",0.00985174008007045
"3","3M","normal","ECA_half",13502.1846015948
"4","3M","normal","ECA_double",19094.9725852405
