"","UNIT","wmu_type","index","value"
"1","6P","normal","PC_index_half",0.00244082767075619
"2","6P","normal","PC_index_double",0.00488165534151239
"3","6P","normal","ECA_half",2588.83186930833
"4","6P","normal","ECA_double",3661.16114027953
