"","UNIT","wmu_type","index","value"
"1","1C","normal","PC_index_half",0.00191779016135732
"2","1C","normal","PC_index_double",0.00383558032271464
"3","1C","normal","ECA_half",10421.3020541629
"4","1C","normal","ECA_double",14737.9467025838
