"","UNIT","wmu_type","index","value"
"1","7A","normal","PC_index_half",0.00493669653987927
"2","7A","normal","PC_index_double",0.00987339307975854
"3","7A","normal","ECA_half",9900.2622256391
"4","7A","normal","ECA_double",14001.0851105489
