"","UNIT","wmu_type","index","value"
"1","6G","normal","PC_index_half",0.000428240844867916
"2","6G","normal","PC_index_double",0.000856481689735833
"3","6G","normal","ECA_half",4888.41528183244
"4","6G","normal","ECA_double",6913.26319007933
