"","UNIT","wmu_type","index","value"
"1","8M","normal","PC_index_half",5.17834762040701e-05
"2","8M","normal","PC_index_double",0.00010356695240814
"3","8M","normal","ECA_half",730.244981483518
"4","8M","normal","ECA_double",1032.72235666888
