"","UNIT","wmu_type","index","value"
"1","4L","normal","PC_index_half",0.156161483562524
"2","4L","normal","PC_index_double",0.312322967125048
"3","4L","normal","ECA_half",29715.4070219818
"4","4L","normal","ECA_double",42023.9316219234
