"","UNIT","wmu_type","index","value"
"1","8Y","normal","PC_index_half",0.0293922485303301
"2","8Y","normal","PC_index_double",0.0587844970606601
"3","8Y","normal","ECA_half",20040.2107930846
"4","8Y","normal","ECA_double",28341.137896396
