"","UNIT","wmu_type","index","value"
"1","6A","normal","PC_index_half",0.00144473007351205
"2","6A","normal","PC_index_double",0.00288946014702409
"3","6A","normal","ECA_half",17362.0080101314
"4","6A","normal","ECA_double",24553.5871979582
