"","UNIT","wmu_type","index","value"
"1","6C","normal","PC_index_half",0.0169476983943758
"2","6C","normal","PC_index_double",0.0338953967887515
"3","6C","normal","ECA_half",42450.7391869057
"4","6C","normal","ECA_double",60034.411090885
