"","UNIT","wmu_type","index","value"
"1","8X","normal","PC_index_half",0.0269263964218842
"2","8X","normal","PC_index_double",0.0538527928437684
"3","8X","normal","ECA_half",21925.5269991186
"4","8X","normal","ECA_double",31007.377644331
