"","UNIT","wmu_type","index","value"
"1","9W","normal","PC_index_half",0.0524825903405098
"2","9W","normal","PC_index_double",0.10496518068102
"3","9W","normal","ECA_half",19374.736097011
"4","9W","normal","ECA_double",27400.0145557926
