"","UNIT","wmu_type","index","value"
"1","3J","normal","PC_index_half",4.45214734971214e-05
"2","3J","normal","PC_index_double",8.90429469942428e-05
"3","3J","normal","ECA_half",875.838733153568
"4","3J","normal","ECA_double",1238.62301487745
