"","UNIT","wmu_type","index","value"
"1","4G","normal","PC_index_half",7.15169258959698e-05
"2","4G","normal","PC_index_double",0.00014303385179194
"3","4G","normal","ECA_half",1034.72837310567
"4","4G","normal","ECA_double",1463.32689861828
