"","UNIT","wmu_type","index","value"
"1","9F","normal","PC_index_half",0.000682358710641858
"2","9F","normal","PC_index_double",0.00136471742128372
"3","9F","normal","ECA_half",2609.92893884375
"4","9F","normal","ECA_double",3690.99690214285
