"","UNIT","wmu_type","index","value"
"1","6N","normal","PC_index_half",0.10260283194546
"2","6N","normal","PC_index_double",0.205205663890921
"3","6N","normal","ECA_half",48784.9612416524
"4","6N","normal","ECA_double",68992.3538277907
